acctno,mail_1,mail_2,mail_3,mail_4,mail_5,mail_6,mail_7,mail_8,mail_9,mail_10,mail_11,mail_12,mail_13,mail_14,mail_15,mail_16
SGYWPPQPP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SGYWPYGWL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGYWGSYPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGYWHYLLP,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SGYWHDQHS,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
SGYWYPYHL,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
SGYAAPLAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGYAADYDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGYASSGWL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGYALSGWS,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1
SGYAHDWLP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
SGYSPDAYY,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
SGYSGYGPS,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SGYSHAWLH,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SGYHASGYQ,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
SGYYPPGSL,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SGDQHALQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDAHHLDL,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
SGDSSGQQS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDSGPDQG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPSQPYS,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
SGDPSWHQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPSSHLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPSLPDQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
SGDPSLLSA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPSHQYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPSDSLW,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
SGDPPQPPW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPQPHP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPQHPY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPQHHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPQYGA,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
SGDPPQDAQ,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SGDPPQDDL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SGDPPWQDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPWPQH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPWPHA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SGDPPWLSQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPWGWS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPWGDG,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SGDPPWHQP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPWYLA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SGDPPWDWQ,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
SGDPPAWGL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SGDPPAWDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPAAGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPASPY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGDPPAPQL,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
SGDPPAPSD,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
SGDPPALHD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGDPPAGQS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SGDPPAHQA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPAHLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPAYSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPADQQ,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0
SGDPPADWY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPADSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPADPA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPADGH,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
SGDPPSQHA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
SGDPPSWLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPSGDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPSHHL,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SGDPPSDQY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPSDHS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPPQQL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPPWLS,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
SGDPPPAQS,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SGDPPPAWW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPPAHY,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1
SGDPPPSAY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SGDPPPSPP,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
SGDPPPSGD,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SGDPPPSDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPPPQW,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
SGDPPPPPS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPPLLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPPDGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPLQQA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPLWWD,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
SGDPPLWAH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPLWDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPLAQQ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
SGDPPLALD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPLADW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPLSWH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPLSPW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPLSHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPLPPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPLLYQ,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1
SGDPPLGHW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SGDPPGQPA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPGQYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPGQDW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPGWWH,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SGDPPGSYQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPGPYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPGPDH,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPGLSD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPGLDG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPGGWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPGGPG,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPGGLS,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
SGDPPGHQS,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
SGDPPGHLA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SGDPPGYWQ,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
SGDPPGYGD,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
SGDPPGYDS,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
SGDPPGDHG,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
SGDPPHQWG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPHQPQ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPHQHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPHWWL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPHWAS,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SGDPPHWSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPHWPD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPPHWHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPHAGS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPHAYD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPHSSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPPHPGW,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
SGDPPHPDL,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
SGDPPHLGQ,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
SGDPPHGDS,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
SGDPPHHHG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPHYSP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPHYPA,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
SGDPPYQLL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPYWHQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPPDPGH,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
SGDPLQWPS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPLASHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPLYGQD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPLDLLH,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
SGDPGGWGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGDPGYDQL,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
SGDPHDWHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDPYGYDD,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
SGDPYHYDH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SGDPDWGLD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGDPDWGGH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SGDPDWDPD,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
SGDPDASGY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SGDPDLYDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SGDLQSQQY,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
SGDLQSDQD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SGDLQGGLP,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SGDHADPPH,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
SGDYDYHPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHQWAAGSA,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
SHQWALHYS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SHQWAYQPS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHQWPWDAW,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SHQWPYSDH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHQWLWYSD,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
SHQWDSLPA,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
SHQAQQDGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHQASPSLS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHQASPLSG,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
SHQASHLWS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHQAGGHAY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHQAGYSPP,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
SHQAYSDYY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHQADPAPW,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
SHQSQQLAH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHQSDQAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHQPWHHSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHQPHDYYS,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
SHQLSALDQ,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
SHQLPSPSW,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1
SHQLPGWDP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHQLGQAQS,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
SHQGQQDSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHQGAHQHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHQGAHWSL,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
SHQGPQDWP,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1
SHQHWQQGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHQHAYSLP,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
SHQHSQSLQ,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
SHQHHPHYY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHQYWQGQY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHQYPAAAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHQYGPDLW,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHQYGLQLH,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
SHQYGLLYG,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SHQYHWLYP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHQDWGWHS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHQDWGDWY,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0
SHQDGPHDS,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
SHQDGHPDD,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
SHWQWSGAP,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
SHWQWSGSA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SHWQWSYAA,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SHWQPGWYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHAQGYLYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASQDDGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASWQQAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASWQWQA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASWQGAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASWQHPY,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
SHASWWGYY,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0
SHASWWYYG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASWAWSA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASWAPWS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASWSSAQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASWSLLW,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASWSGDA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SHASWPYHA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SHASWLYWA,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0
SHASWGWDQ,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SHASWGDLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASWYDAS,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SHASWDAQA,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SHASWDAAY,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
SHASWDHYQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHASAQSLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASAQPSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASAWQQQ,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
SHASAWWHP,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0
SHASAAWLG,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
SHASAAHYP,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
SHASAPGYW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASAGSPY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHASAHGHG,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
SHASADLYW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASADDYH,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0
SHASSQQWD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSWYWD,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0
SHASSAPPL,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
SHASSSQQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASSSHGL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSSHDD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSPWDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSPSPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSPLLH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASSPLGL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSPHHW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSPYLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASSPDLS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASSPDHD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSLQDW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSLWDQ,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SHASSLAQY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSLALH,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SHASSLSDY,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
SHASSLPYD,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
SHASSLDPS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASSGQAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSGPAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSGPSY,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
SHASSGPPG,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1
SHASSGLYG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASSGGQA,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
SHASSGGPP,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
SHASSGHWD,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
SHASSGHYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSHWHQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSHAHD,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SHASSHLDA,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
SHASSHHPW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSHDHA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHASSHDYQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSYSWD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHASSYPPA,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
SHASSYPGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASSYPDW,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SHASSYLAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSYLYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSYHWL,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0
SHASSYHHA,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1
SHASSYYPY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSYDAW,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SHASSDQDS,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
SHASSDWQW,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0
SHASSDLWL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSDLPD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHASSDYYH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASSDDSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASSDDHY,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0
SHASPQQQQ,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASPQWDQ,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
SHASPQAPQ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SHASPQLHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASPQGSY,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SHASPQDHG,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
SHASPQDDA,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1
SHASPWWPD,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPWAAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASPWHPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASPWYDW,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
SHASPALPS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SHASPAHSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASPAYHS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPSWWW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASPSSAH,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0
SHASPSLWH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASPSDSD,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
SHASPSDHQ,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1
SHASPPQQA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPPGAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASPPHQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASPPDQS,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0
SHASPPDLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPPDGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASPLQHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASPLWLH,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHASPLAGP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASPLSSQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPLSYD,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SHASPLLSY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPLLYH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASPLGQS,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
SHASPLYQW,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
SHASPLYLQ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHASPLDYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASPGALP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASPGSWA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
SHASPGSPG,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
SHASPGGAH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHASPGGDA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SHASPGYQD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPHQQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASPHWHD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPHAWW,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
SHASPHSGD,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0
SHASPHPHG,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
SHASPHHGL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SHASPHDDH,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1
SHASPYWSG,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
SHASPYWGD,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHASPYAAH,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0
SHASPYAPS,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
SHASPYSPA,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
SHASPYPQD,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
