AIRPORT_ID	AIRPORT_NAME	AIRPORT_CITY	AIRPORT_STATE	AIRPORT_COUNTRY	ICAO	LCHG_DATE	RECORD_STATUS	Record_End
3MN2	MERCY HOSPITAL                                    	MOOSE LAKE            	MN	  	 	11/19/2012	A	 
3MN3	HONKER FLATS                                      	MIDDLE RIVER          	MN	  	 	08/28/2009	I	 
3MN4	AGRI HELICOPTER INC                               	OWATONNA              	MN	  	 	08/28/2009	I	 
3MN5	LITTLE ROCK/ROCK PORT                             	RICE                  	MN	  	 	11/20/2008	I	 
3MN6	IMMANUEL - ST JOSEPH'S HOSPITAL                   	MANKATO               	MN	  	 	07/02/2002	A	 
3MN7	BLUE SKY                                          	SABIN                 	MN	  	 	10/31/2002	A	 
3MN8	AYSTA FIELD                                       	ST CLOUD              	MN	  	 	03/19/2013	I	 
3MN9	SCHUMACHER                                        	OSTER                 	MN	  	 	11/20/2008	A	 
3MO 	OSCEOLA MUNI                                      	OSCEOLA               	MO	  	 	02/07/2014	I	 
3MO1	POLICE DEPT HELICOPTER MAINT FACILITY             	KANSAS CITY           	MO	  	 	06/02/1989	A	 
3MO2	ULTRA FLIGHT AIRPARK                              	BERGER                	MO	  	 	12/18/1991	A	 
3MO3	RESEARCH MEDICAL CENTER                           	KANSAS CITY           	MO	  	 	06/02/1989	A	 
3MO4	PENMAN                                            	PORTAGEVILLE          	MO	  	 	07/02/2002	A	 
3MO5	NIMSICK                                           	CARTHAGE              	MO	  	 	06/09/1992	A	 
3MO6	KITTY HAWK ESTATES                                	KEARNEY               	MO	  	 	06/02/1989	A	 
3MO7	FAIRBANKS                                         	KING CITY             	MO	  	 	03/19/2013	I	 
3MO8	FIZZLE RIDGE                                      	KING CITY             	MO	  	 	11/19/2012	I	 
3MO9	QUAD STATE HELICOPTER                             	KING CITY             	MO	  	 	11/19/2012	I	 
3MS0	GRAND GULF                                        	PORT GIBSON           	MS	  	 	08/01/1994	A	 
3MS1	THOMAS FIELD                                      	HOLLY SPRINGS         	MS	  	 	10/03/1994	A	 
3MS2	THUNDERFOOT RANCH                                 	TYLERTOWN             	MS	  	 	05/07/2009	I	 
3MS3	ROOT HOG                                          	FLORA                 	MS	  	 	07/02/2002	A	 
3MS4	PASCAGOULA NAVAL STATION                          	PASCAGOULA            	MS	  	 	07/02/2002	A	 
3MS5	MITCHELL'S                                        	VAIDEN                	MS	  	 	07/02/2002	A	 
3MS6	E E LANE                                          	FLORA                 	MS	  	 	07/02/2002	A	 
3MS8	FAIRVIEW FARMS                                    	SCOOBA                	MS	  	 	07/02/2002	A	 
3MS9	UNION MUNI                                        	UNION                 	MS	  	N	05/16/2005	A	 
3MT3	THREE CROSS RANCH                                 	RYEGATE               	MT	  	 	05/10/2007	A	 
3MY 	MOUNT HAWLEY AUXILIARY                            	PEORIA                	IL	  	 	06/02/1989	A	 
3N0 	NAMORIK                                           	NAMORIK ATOLL         	  	RM	 	05/26/2010	I	 
3N1 	MALOELAP                                          	TAORA IS  MALOELAP ATO	  	RM	 	05/26/2010	I	 
3N2 	JERSEY SHORE MEDICAL CENTER                       	NEPTUNE               	NJ	  	 	10/31/2003	I	 
3N3 	NORTH WINDHAM                                     	LONDONDERRY           	VT	  	 	11/17/2006	I	 
3N4 	NEWARK NR 1                                       	NEWARK                	NJ	  	 	10/27/2005	I	 
3N5 	NEWTON                                            	NEWTON                	NJ	  	 	02/07/2014	I	 
3N6 	OLD BRIDGE                                        	OLD BRIDGE            	NJ	  	 	06/02/1989	A	 
3N7 	PEMBERTON                                         	PEMBERTON             	NJ	  	 	02/23/2012	I	 
3N8 	MAHNOMEN COUNTY                                   	MAHNOMEN              	MN	  	N	07/02/2002	A	 
3N9 	ALAMO NAVAJO                                      	ALAMO                 	NM	  	 	05/26/2010	I	 
3NA0	ERICKSON                                          	CLIFFORD              	ND	  	 	06/02/1989	A	 
3NA2	LORENTZEN                                         	WASHBURN              	ND	  	 	06/02/1989	A	 
3NA3	FOLK PRIVATE                                      	CENTER                	ND	  	 	03/31/2003	I	 
3NA4	SADOWSKY STRIP                                    	DICKINSON             	ND	  	 	03/31/2003	I	 
3NA5	S & S STRIP                                       	GASCOYNE              	ND	  	 	10/16/2002	I	 
3NA6	RISOVI RANCH STRIP                                	HAMBERG               	ND	  	 	06/02/1989	A	 
3NA7	J. R.                                             	KENSAL                	ND	  	 	06/02/1989	A	 
3NA8	WENINGER AIRSTRIP                                 	NEW TOWN              	ND	  	 	03/31/2003	I	 
3NC0	CLYDE VALLEY                                      	MORGANTON             	NC	  	 	12/18/1991	A	 
3NC1	WELBORN FARM                                      	BOONVILLE             	NC	  	 	10/31/2002	A	 
3NC2	GARNER ROAD                                       	RALEIGH               	NC	  	 	03/15/2007	A	 
3NC3	TUCKER FIELD                                      	LOCUST                	NC	  	 	08/31/1993	A	 
3NC4	MC DONALD FIELD                                   	MARSHVILLE            	NC	  	 	10/31/2002	A	 
3NC5	FLYING BJ                                         	STONY POINT           	NC	  	 	07/09/2002	A	 
3NC6	MC CACHREN FIELD                                  	HARRISBURG            	NC	  	 	06/02/1989	A	 
3NC7	MAXWELL                                           	SPARTA                	NC	  	 	06/02/1989	A	 
3NC8	CHINQUAPIN                                        	CASHIERS              	NC	  	 	01/15/2009	A	 
3NC9	WOMBLE FIELD                                      	CHAPEL HILL           	NC	  	 	06/02/1989	A	 
3ND0	VINCE                                             	NORTHWOOD             	ND	  	 	06/02/1989	A	 
3ND1	VIRGIL ROTT PVT                                   	NORTONVILLE           	ND	  	 	08/08/2003	I	 
3ND3	ENNEN                                             	MENOKEN               	ND	  	 	10/27/2005	I	 
3ND5	GAGE FLYING FARMER                                	ORISKA                	ND	  	 	06/02/1989	A	 
3ND8	RUBBERT AERIAL                                    	RUSSELL               	ND	  	 	08/08/2003	I	 
3NE0	MAYER FIELD                                       	HALLAM                	NE	  	 	10/16/2002	I	 
3NE2	PHILLIPS PRIVATE                                  	HEMINGFORD            	NE	  	 	06/02/1989	A	 
3NE3	WELLS                                             	HOLDREGE              	NE	  	 	06/02/1989	A	 
3NE4	VINTONS RANCH                                     	IMPERIAL              	NE	  	 	10/16/2002	I	 
3NE6	BURKINSHAW FLD                                    	JAMISON               	NE	  	 	06/02/1989	A	 
3NE7	PAWLET RANCH                                      	LAKESIDE              	NE	  	 	06/02/1989	A	 
3NE9	PHELPS                                            	LORENZO               	NE	  	 	11/20/2008	I	 
3NH9	LONGVIEW                                          	ALTON                 	NH	  	 	06/26/2006	A	 
3NJ0	HAMILTON FARM GOLF CLUB                           	BEDMINSTER            	NJ	  	 	07/09/2002	A	 
3NJ1	PEMBERTON                                         	PEMBERTON             	NJ	  	 	05/10/2007	A	 
3NJ2	EDUCATIONAL TESTING                               	PRINCETON             	NJ	  	 	06/02/1989	A	 
3NJ3	DOW JONES & CO. INC.                              	PRINCETON             	NJ	  	 	06/02/1989	A	 
3NJ4	SARNOFF PRINCETON                                 	PRINCETON             	NJ	  	 	10/03/1994	A	 
3NJ5	MOCK                                              	QUAKERTOWN            	NJ	  	 	06/05/2008	I	 
3NJ6	INDUCTOTHERM                                      	RANCOCAS              	NJ	  	 	06/02/1989	A	 
3NJ7	PFISTER HELISTOP                                  	RIDGEFIELD            	NJ	  	 	12/20/2007	I	 
3NJ8	AVENTIS PHARMACEUTICALS                           	BRIDGEWATER           	NJ	  	 	10/31/2002	A	 
3NJ9	ALLEN AIRSTRIP                                    	VINCENTOWN            	NJ	  	 	09/26/2008	A	 
3NK0	MC KINNEY                                         	BROCKPORT             	NY	  	 	06/02/1989	A	 
3NK1	COMMUNITY GENERAL HOSPITAL                        	HARRIS                	NY	  	 	06/02/1989	A	 
3NK2	BASSETT                                           	COOPERSTOWN           	NY	  	 	07/09/2002	A	 
3NK3	EAST FISHKILL                                     	HOPEWELL JUNCTION     	NY	  	 	11/19/2012	A	 
3NK4	LASKA                                             	JAMESTOWN             	NY	  	 	06/02/1989	A	 
3NK5	SECRET SPOT                                       	PLATTSBURGH           	NY	  	 	11/24/2004	A	 
3NK6	TUSCARORA PLATEAU                                 	TUSCARORA             	NY	  	 	06/02/1989	A	 
3NK7	B/G                                               	GILBOA/GRAND GORGE    	NY	  	 	06/02/1989	A	 
3NK8	B FLAT FARM                                       	COPAKE                	NY	  	 	07/09/2002	A	 
3NK9	ARNOT OGDEN HOSPITAL                              	ELMIRA                	NY	  	 	06/02/1989	A	 
3NO 	NORTH OMAHA                                       	OMAHA                 	NE	  	 	06/02/1989	A	 
3NP 	NAPOLEON                                          	NAPOLEON              	MI	  	 	06/02/1989	A	 
3NR3	TRANSYLVANIA COUNTY                               	BREVARD               	NC	  	 	05/26/2010	A	 
3NR4	CRABBE                                            	ELIZABETH CITY        	NC	  	 	03/19/2013	A	 
3NV3	REMLINGER RANCH                                   	NEW WASHOE CITY       	NV	  	 	09/26/2008	I	 
3NY0	THE RANCH                                         	CHARLESTON            	NY	  	 	09/28/2006	A	 
3NY1	OLD ORCHARD ROAD                                  	ARMONK                	NY	  	 	04/26/2011	I	 
3NY2	ASTORIA                                           	ASTORIA               	NY	  	 	06/02/1989	A	 
3NY3	DE RONDA                                          	SPRINGFIELD           	NY	  	 	08/04/1992	A	 
3NY4	DI STEFANO AIRPARK                                	FORT PLAIN            	NY	  	 	08/29/1991	A	 
3NY5	LUKE                                              	BINGHAMTON            	NY	  	 	06/02/1989	A	 
3NY6	SIX PONDS                                         	DUANESBURG            	NY	  	 	07/09/2002	A	 
3NY7	HISERTS AIRPARK INC                               	EPARATHA              	NY	  	 	07/09/2002	A	 
3NY8	SUNY HEALTH SCIENCE CENTER                        	SYRACUSE              	NY	  	 	09/29/1992	A	 
3NY9	HILLTOP                                           	COLDEN                	NY	  	 	10/31/2002	A	 
3O1 	GUSTINE                                           	GUSTINE               	CA	  	 	06/02/1989	A	 
3O2 	WILLIS RANCH                                      	DOS PALOS             	CA	  	 	10/16/2002	I	 
3O3 	PURCELL MUNI - STEVEN E. SHEPHARD FIELD           	PURCELL               	OK	  	N	01/23/2007	A	 
3O4 	SAYRE MUNI                                        	SAYRE                 	OK	  	N	07/10/2002	A	 
3O5 	WALTERS MUNI                                      	WALTERS               	OK	  	N	07/10/2002	A	 
3O7 	HOLLISTER MUNI                                    	HOLLISTER             	CA	  	 	06/02/1989	A	 
3O8 	HARRIS RANCH                                      	COALINGA              	CA	  	 	06/02/1989	A	 
3O9 	GRAND LAKE RGNL                                   	AFTON                 	OK	  	N	07/10/2002	A	 
3OA3	PELTON                                            	OBERLIN               	OH	  	 	07/26/2010	A	 
3OA8	VALLEY VISTA                                      	BAINBRIDGE            	OH	  	 	04/10/2008	I	 
3OA9	MEMORIAL HOSPITAL OF UNION COUNTY                 	MARYSVILLE            	OH	  	 	09/30/2004	A	 
3OG3	DILLON FIELD                                      	KLAMATH FALLS         	OR	  	 	05/26/2010	A	 
3OH0	ANDY BARNHART MEMORIAL                            	NEW CARLISLE          	OH	  	 	07/10/2002	A	 
3OH1	MORNINGSTAR NORTH                                 	WEST ALEXANDRIA       	OH	  	 	06/02/1989	A	 
3OH2	API                                               	NORTH LAWRENCE        	OH	  	 	06/07/1991	A	 
3OH3	PELZ FIELD                                        	SOUTH VIENNA          	OH	  	 	12/19/2013	I	 
3OH4	RICELAND AERODROME                                	ANDOVER               	OH	  	 	06/07/1991	A	 
3OH5	STUB'S FIELD                                      	ALLIANCE              	OH	  	 	09/30/2004	A	 
3OH6	YOUNGPETER                                        	DELPHOS               	OH	  	 	10/03/1994	A	 
3OH7	CREAGER                                           	WILLIAMSBURG          	OH	  	 	07/31/2013	I	 
3OH8	GNADENHUTTEN                                      	GNADENHUTTEN          	OH	  	 	09/30/2004	A	 
3OH9	MERTS FIELD                                       	WILMINGTON            	OH	  	 	07/10/2002	A	 
3OI0	HILLCREST                                         	JOHNSTOWN             	OH	  	 	01/28/2003	I	 
3OI1	PHEASANT RUN                                      	LA GRANGE             	OH	  	 	10/16/2002	I	 
3OI4	VALLEY VIEW                                       	NORWALK               	OH	  	 	06/02/1989	A	 
3OI5	WELDED                                            	PERRYSBURG            	OH	  	 	06/02/1989	A	 
3OI6	VOGEL AIRPARK                                     	SAVANNAH              	OH	  	 	08/15/2011	I	 
3OI7	VALLEY ASPHALT                                    	SHARONVILLE           	OH	  	 	06/02/1989	A	 
3OI8	ST LUKE'S HOSPITAL                                	MAUMEE                	OH	  	 	02/23/1990	A	 
3OI9	V.J.S.                                            	PEPPER PIKE           	OH	  	 	06/02/1989	A	 
3OK0	VALLEY                                            	ADA                   	OK	  	 	01/22/1993	A	 
3OK1	OKARCHE                                           	OKARCHE               	OK	  	 	06/02/1989	A	 
3OK2	HOPCUS FARMS                                      	JONES                 	OK	  	 	07/05/2007	I	 
3OK3	CEDAR CREST                                       	LOCUST GROVE          	OK	  	 	06/07/1991	A	 
3OK4	ST ANTHONY                                        	OKLAHOMA CITY         	OK	  	 	06/02/1989	A	 
3OK5	BEARDEN PRIVATE AIRSTRIP                          	LINDSAY               	OK	  	 	01/23/2003	A	 
3OK6	MAUNEY                                            	TULSA                 	OK	  	 	12/03/1990	A	 
3OK7	DOUBLE W                                          	SAND SPRINGS          	OK	  	 	06/02/1989	A	 
3OK8	FLYING G RANCH                                    	SAND SPRINGS          	OK	  	 	06/02/1989	A	 
3OK9	JAZZ RANCH                                        	SHAWNEE               	OK	  	 	10/25/2007	A	 
3OL8	HARRISON                                          	WELCH                 	OK	  	 	11/20/2008	I	 
3OR0	PGE SERVICE CENTER                                	PORTLAND              	OR	  	 	06/02/1989	A	 
3OR1	CUBEHOLE                                          	BROWNSVILLE           	OR	  	 	05/26/2010	I	 
3OR2	MAXWELL PRIVATE                                   	LA GRANDE             	OR	  	 	05/26/2010	I	 
3OR3	HESSEL TRACTOR                                    	PORTLAND              	OR	  	 	06/02/1989	A	 
3OR4	BABLER BROS INC                                   	PORTLAND              	OR	  	 	05/26/2010	I	 
3OR5	ELKINS                                            	SALEM                 	OR	  	 	06/09/1992	A	 
3OR6	WESTERN DIV SERVICE CENTER                        	PROGRESS              	OR	  	 	05/26/2010	I	 
3OR7	TROJAN                                            	RAINIER               	OR	  	 	07/28/2014	I	 
3OR8	CLINE FALLS AIR PARK                              	REDMOND               	OR	  	 	06/02/1989	A	 
3OR9	MURPHY RANCH                                      	JUNTURA               	OR	  	 	01/22/1993	A	 
3P3 	MOTT MUNI                                         	MOTT                  	ND	  	 	07/09/2002	A	 
3PA0	HORST                                             	LEBANON               	PA	  	 	06/02/1989	A	 
3PA1	NAVARRO                                           	SELLERSVILLE          	PA	  	 	11/20/2008	I	 
3PA2	PHILADELPHIA                                      	HILLTOWN              	PA	  	 	02/07/2014	A	 
3PA3	LEHMAN                                            	LEHMAN                	PA	  	 	09/26/2008	I	 
3PA4	GIFFIN                                            	LERAYSVILLE           	PA	  	 	06/02/1989	A	 
3PA5	DAVIS FAMILY FURNITURE                            	ADAMSBURG             	PA	  	 	08/29/1991	A	 
3PA6	FOX HOLLOW                                        	LEWISBURG             	PA	  	 	05/11/1993	A	 
3PA7	NASON HOSPITAL                                    	ROARING SPRING        	PA	  	 	08/04/1992	A	 
3PA8	HARRIS                                            	LINCOLN UNIVERSITY    	PA	  	 	06/02/1989	A	 
3PA9	MOYER                                             	LINE LEXINGTON        	PA	  	 	06/02/1989	A	 
3PN0	SCHULTEIS                                         	BIGLERVILLE           	PA	  	 	06/02/1989	A	 
3PN1	ASHLAWN                                           	CLIFFORD              	PA	  	 	06/02/1989	A	 
3PN2	KARLINDO                                          	FAIRFIELD             	PA	  	 	06/02/1989	A	 
3PN3	COUNTRYSIDE                                       	LEHMAN                	PA	  	 	05/07/2009	I	 
3PN4	JAMESON MEMORIAL HOSPITAL                         	NEW CASTLE            	PA	  	 	11/19/2012	I	 
3PN5	H.G.F.                                            	ALLENTOWN             	PA	  	 	06/02/1989	A	 
3PN6	GRAVEL RUN                                        	CAMBRIDGE SPRINGS     	PA	  	 	06/02/1989	A	 
3PN7	STAHL'S MOUNTAIN                                  	UNION DALE            	PA	  	 	07/10/2002	A	 
3PN8	WYETH  PHARMACEUTICALS                            	COLLEGEVILLE          	PA	  	 	02/14/2008	A	 
3PN9	PHIL CAIN MEMORIAL FIELD                          	EXPORT                	PA	  	 	05/10/2007	A	 
3PS0	CHESTER COUNTY HOSPITAL                           	WEST CHESTER          	PA	  	 	06/02/1989	A	 
3PS1	PITCAIRN                                          	BRYN ATHYN            	PA	  	 	06/02/1989	A	 
3PS2	CHESTNUT STREET GARAGE                            	HARRISBURG            	PA	  	 	06/02/1989	A	 
3PS3	RICHARD L MILLER                                  	MYERSTOWN             	PA	  	 	02/07/2014	I	 
3PS4	MOUNTAIN HIDE-AWAY                                	MILLCREEK             	PA	  	 	09/28/2006	A	 
3PS5	SHAMOKIN HOSPITAL                                 	SHAMOKIN              	PA	  	 	06/02/1989	A	 
3PS6	DIVINE PROVIDENCE HOSPITAL                        	WILLIAMSPORT          	PA	  	 	08/15/2011	I	 
3PS7	COXTON LAKE                                       	LAKEWOOD              	PA	  	 	09/28/2006	A	 
3PS8	YINGST                                            	HARRISBURG            	PA	  	 	01/23/2007	A	 
3PS9	RISKER FIELD                                      	BULGER                	PA	  	 	10/27/2005	A	 
3Q0 	MINA                                              	MINA                  	NV	  	 	06/02/1989	A	 
3Q1 	SCHURZ                                            	SCHURZ                	NV	  	 	10/16/2002	I	 
3Q4 	FARIAS WHEEL                                      	SMITH VALLEY          	NV	  	 	11/20/2002	I	 
3Q6 	RODGERS FLAT                                      	BELDEN                	CA	  	 	01/08/2003	I	 
3Q7 	BIG CREEK HELISTOP                                	BIG CREEK             	CA	  	 	01/08/2003	I	 
3Q8 	SWALL MEADOWS                                     	BISHOP                	CA	  	 	10/16/2002	I	 
3Q9 	CHP ACADEMY                                       	BRYTE                 	CA	  	 	10/16/2002	I	 
3R0 	BEEVILLE MUNI                                     	BEEVILLE              	TX	  	 	06/02/1989	A	 
3R1 	BAY CITY MUNI                                     	BAY CITY              	TX	  	 	06/02/1989	A	 
3R2 	LE GROS MEMORIAL                                  	CROWLEY               	LA	  	 	06/02/1989	A	 
3R3 	AUSTIN EXECUTIVE AIRPARK                          	AUSTIN                	TX	  	 	07/31/2008	I	 
3R4 	HART                                              	MANY                  	LA	  	 	06/02/1989	A	 
3R5 	NEW BRAUNFELS MUNI                                	NEW BRAUNFELS         	TX	  	 	06/02/1989	A	 
3R6 	STENNIS INTL                                      	BAY ST LOUIS          	MS	  	 	10/16/2002	I	 
3R7 	JENNINGS                                          	JENNINGS              	LA	  	 	06/02/1989	A	 
3R8 	SCOTTSBURG                                        	SCOTTSBURG            	IN	  	 	06/11/2002	A	 
3R9 	LAKEWAY AIRPARK                                   	LAKEWAY               	TX	  	 	01/11/2013	A	 
3RC 	ROSCOMMON CONSERVATION                            	ROSCOMMON             	MI	  	 	06/02/1989	A	 
3RU 	RUST AIRSTRIP                                     	WOOLSEY               	GA	  	 	06/11/2002	A	 
3S0 	WIRKKALA                                          	NASELLE               	WA	  	 	10/16/2002	I	 
3S1 	WILEY'S                                           	LAKE OSWEGO           	OR	  	 	10/27/2005	I	 
3S2 	SWANS FLD                                         	DIXFIELD              	ME	  	 	06/26/2006	A	 
3S3 	SUTHERLIN MUNI                                    	SUTHERLIN             	OR	  	 	10/16/2002	I	 
3S4 	ILLINOIS VALLEY                                   	CAVE JUNCTION         	OR	  	 	02/23/1990	A	 
3S5 	SCHIFFER ACRES                                    	ST JOHNS              	MI	  	 	07/02/2002	A	 
3S6 	TOKETEE STATE                                     	CLEARWATER            	OR	  	 	07/10/2002	A	 
3S7 	NEHALEM BAY STATE                                 	MANZANITA             	OR	  	 	06/02/1989	A	 
3S8 	GRANTS PASS                                       	GRANTS PASS           	OR	  	 	07/01/1993	A	 
3S9 	CONDON STATE PAULING FLD                          	CONDON                	OR	  	 	12/03/1990	A	 
3SC2	YAHU FIELD                                        	SUMMERTON             	SC	  	 	10/25/2007	A	 
3SC3	CAROLINA PINES RGNL MEDICAL CENTER                	HARTSVILLE            	SC	  	 	07/17/2002	A	 
3SC4	CROOKED FENCE FARM                                	WOODRUFF              	SC	  	 	07/17/2002	A	 
3SC7	JORDAN                                            	ANDREWS               	SC	  	 	05/26/2010	I	 
3SD3	BROWN FIELD                                       	SCENIC                	SD	  	 	08/06/2004	A	 
3SD4	CHRIS HOFER LANDING STRIP                         	TEA                   	SD	  	 	08/06/2004	A	 
3SD5	DILLIGAF                                          	LEAD                  	SD	  	 	09/30/2004	A	 
3SD6	RUNNING COLORS                                    	RAPID CITY            	SD	  	 	07/28/2014	I	 
3SG 	HARRY W. BROWNE                                   	SAGINAW               	MI	  	N	05/23/2001	I	 
3SM 	SHELBYVILLE MUNI                                  	SHELBYVILLE           	IN	  	 	06/02/1989	A	 
3SN1	GREG POST FARMS                                   	MAPLETON              	KS	  	 	08/15/2011	I	 
3SQ 	ST CHARLES                                        	ST CHARLES            	MO	  	 	06/02/1989	A	 
3SY 	SPEEDWAY                                          	INDIANAPOLIS          	IN	  	 	01/23/2007	I	 
3SZ 	ST CHARLES COUNTY SMARTT                          	ST CHARLES            	MO	  	 	06/02/1989	A	 
3T0 	CEDAR MILLS                                       	GORDONVILLE           	TX	  	 	07/17/2002	A	 
3T1 	WOOD COUNTY                                       	MINEOLA/QUITMAN       	TX	  	 	10/25/2007	I	 
3T2 	WOLFE AIR PARK                                    	MANVEL                	TX	  	 	07/17/2002	A	 
3T3 	BOYCEVILLE MUNI                                   	BOYCEVILLE            	WI	  	 	07/24/2002	A	 
3T4 	TETLIN                                            	TETLIN                	AK	  	 	05/16/2005	A	 
3T5 	FAYETTE RGNL AIR CENTER                           	LA GRANGE             	TX	  	 	09/28/2006	A	 
3T6 	CLARK                                             	JUSTIN                	TX	  	 	04/10/2008	A	 
3T7 	MIDDLE BASS ISLAND                                	MIDDLE BASS ISLAND    	OH	  	 	02/19/2004	A	 
3T8 	WILDCAT CANYON                                    	CHINA SPRING          	TX	  	 	07/17/2002	A	 
3T9 	BIG BEND RANCH STATE PARK                         	PRESIDIO              	TX	  	 	12/19/2013	A	 
3TA 	STAFFORD MUNI                                     	STAFFORD              	KS	  	 	06/02/1989	A	 
3TA0	FOUR SQUARE RANCH                                 	ROCKSPRINGS           	TX	  	 	06/02/1989	A	 
3TA1	DIAMOND K RANCH                                   	COMFORT               	TX	  	 	07/17/2002	A	 
3TA2	CLARK SKY RANCH                                   	SEALY                 	TX	  	 	01/31/1990	A	 
3TA3	BALTZELL'S LAS BRISAS                             	BANDERA               	TX	  	 	06/02/1989	A	 
3TA4	TIN TOP RANCH                                     	BROWNWOOD             	TX	  	 	07/17/2002	A	 
3TA5	BLANCO LANDING                                    	BLANCO                	TX	  	 	05/10/2007	A	 
3TA6	SPRING RANCH                                      	BRACKETTVILLE         	TX	  	 	06/02/1989	A	 
3TA7	JIM SEARS                                         	BRIDGEPORT            	TX	  	 	06/02/1989	A	 
3TA8	PICOSA RANCH                                      	CRYSTAL CITY          	TX	  	 	06/02/1989	A	 
3TA9	CHACON CREEK RANCH                                	CRYSTAL CITY          	TX	  	 	06/02/1989	A	 
3TE 	MEYERS-DIVER'S                                    	TECUMSEH              	MI	  	 	10/31/2002	A	 
3TE0	K RANCH                                           	IOLA                  	TX	  	 	07/17/2002	A	 
3TE1	GUM ISLAND                                        	DAYTON                	TX	  	 	07/17/2002	A	 
3TE2	TEXAS COMMERCE BANK BUILDING                      	HOUSTON               	TX	  	 	07/17/2002	A	 
3TE3	BIG BEND RANCH STATE PARK                         	PRESIDIO              	TX	  	 	12/19/2013	I	 
3TE4	HOT SPRINGS                                       	RUIDOSA               	TX	  	 	07/17/2002	A	 
3TE5	STAMPS FIELD                                      	PANHANDLE             	TX	  	 	07/17/2002	A	 
3TE6	SKELLYTOWN                                        	SKELLYTOWN            	TX	  	 	07/17/2002	A	 
3TE7	ROLLING V RANCH                                   	RHOME                 	TX	  	 	07/31/2013	A	 
3TE8	C FULCHER RANCH                                   	TERLINGUA /ALPINE/    	TX	  	 	04/26/2011	A	 
3TE9	PINOAK                                            	DAYTON                	TX	  	 	07/17/2002	A	 
3TN0	INDIAN SPRINGS                                    	KINGSPORT             	TN	  	 	06/02/1989	A	 
3TN1	METHODIST HOSPITAL-NORTH                          	MEMPHIS               	TN	  	 	06/02/1989	A	 
3TN2	MERIAN                                            	KINGSTON              	TN	  	 	06/05/2008	I	 
3TN3	WAYNE'S WORLD                                     	DRESDEN               	TN	  	 	07/17/2002	A	 
3TN4	KENNER FARM                                       	SEYMOUR               	TN	  	 	06/02/1989	A	 
3TN5	WELLMONT HOLSTON VALLEY MEDICAL CENTER            	KINGSPORT             	TN	  	 	07/31/2008	A	 
3TN6	WILSON FIELD                                      	MEMPHIS               	TN	  	 	04/15/1992	A	 
3TN7	PIGEON FORGE                                      	PIGEON FORGE          	TN	  	 	09/01/2005	A	 
3TN8	MASSINGALE                                        	LENOIR CITY           	TN	  	 	04/15/1992	A	 
3TN9	HOLENTHAWALL                                      	SPRINGFIELD           	TN	  	 	11/21/1992	A	 
3TR 	JERRY TYLER MEMORIAL                              	NILES                 	MI	  	 	05/10/2007	A	 
3TS0	EAST SIDE                                         	LONGVIEW              	TX	  	 	07/17/2002	A	 
3TS1	WHITE WINGS                                       	WIMBERLEY             	TX	  	 	07/17/2002	A	 
3TS2	WEST HOSPITAL AUTHORITY                           	WEST                  	TX	  	 	07/31/2008	A	 
3TS3	J-D RANCH                                         	ALVIN                 	TX	  	 	06/02/1989	A	 
3TS4	INTERMEDICS                                       	ANGLETON              	TX	  	 	06/02/1989	A	 
3TS5	PURDY-NIELSEN MEMORIAL AIRPARK                    	BEASLEY               	TX	  	 	04/26/2011	I	 
3TS6	LAWRENCE ADMINISTRATIVE SERVICES INC              	CONROE                	TX	  	 	06/02/1989	A	 
3TS7	PAVLAT                                            	DAYTON                	TX	  	 	07/17/2002	A	 
3TS8	DAILEY INC                                        	HOUSTON               	TX	  	 	06/02/1989	A	 
3TS9	OAK GLEN RANCH                                    	COOPER                	TX	  	 	07/17/2002	A	 
3TX0	TEXAS DEPT. OF PUBLIC SAFETY                      	CORPUS CHRISTI        	TX	  	 	01/31/1990	A	 
3TX1	PARADISE POINT                                    	BERRYVILLE            	TX	  	 	07/17/2002	A	 
3TX2	FLYING S FARM                                     	JUSTIN                	TX	  	 	06/02/1989	A	 
3TX3	SITTON FIELD                                      	JUSTIN                	TX	  	 	06/02/1989	A	 
3TX4	WESTWIND HELICOPTERS                              	SANTA FE              	TX	  	 	07/28/2014	A	 
3TX5	MC CRELESS FARM                                   	ADKINS                	TX	  	 	12/18/1991	A	 
3TX6	LOWELL SMITH JR                                   	RIO VISTA             	TX	  	 	05/26/2010	A	 
3TX7	FLYING P                                          	JUSTIN                	TX	  	 	01/23/2007	A	 
3TX8	DROP FIELD                                        	JUSTIN                	TX	  	 	06/02/1989	A	 
3TX9	RAFTER J                                          	BURLESON              	TX	  	 	07/09/1991	A	 
3U0 	MURPHY HOT SPRINGS                                	THREE CREEK           	ID	  	 	06/02/1989	A	 
3U1 	WARREN /USFS/                                     	WARREN                	ID	  	 	06/02/1989	A	 
3U2 	JOHNSON CREEK                                     	YELLOW PINE           	ID	  	 	06/02/1989	A	 
3U3 	BOWMAN FIELD                                      	ANACONDA              	MT	  	 	06/09/1992	A	 
3U4 	ST LABRE MISSION                                  	ASHLAND               	MT	  	 	06/02/1989	A	 
3U5 	AUGUSTA                                           	AUGUSTA               	MT	  	 	06/02/1989	A	 
3U6 	BAKER MUNI                                        	BAKER                 	MT	  	 	06/02/1989	A	 
3U7 	BENCHMARK                                         	AUGUSTA               	MT	  	 	08/15/2011	A	 
