AIRPORT_ID	AIRPORT_NAME	AIRPORT_CITY	AIRPORT_STATE	AIRPORT_COUNTRY	ICAO	LCHG_DATE	RECORD_STATUS	Record_End
03TE	BARRONENA RANCH                                   	HEBBRONVILLE          	TX	  	 	07/17/2002	A	 
03TN	EAGLES LANDING                                    	SEVIERVILLE           	TN	  	 	07/17/2002	A	 
03TS	SHANNON MEDICAL CENTER                            	SAN ANGELO            	TX	  	 	10/03/1994	A	 
03TX	M D K FIELD                                       	PEARLAND              	TX	  	 	06/07/1991	A	 
03U 	GEYSER RANCH                                      	ELY/PIOCHE            	NV	  	 	10/02/2002	I	 
03UT	A Z MINERALS CORPORATION                          	MEXICAN HAT           	UT	  	 	10/31/2002	A	 
03V 	SAN LUIS                                          	SAN LUIS              	CO	  	 	06/03/2003	I	 
03VA	SPOTSYLVANIA REGIONAL MEDICAL CENTER              	FREDERICKSBURG        	VA	  	 	05/26/2010	A	 
03W 	LEE CREEK                                         	AURORA                	NC	  	 	02/16/2006	I	 
03WA	SPANGLE FIELD                                     	SPANGLE               	WA	  	 	06/02/1989	A	 
03WI	ZINK                                              	BERLIN                	WI	  	 	07/28/2014	I	 
03WN	AEROSTONE RANCH                                   	GOLDENDALE            	WA	  	 	01/23/2007	A	 
03WT	LOPEZ MEDICAL CLINIC                              	LOPEZ ISLAND          	WA	  	 	11/19/2012	A	 
03WY	OTTER CREEK RANCH                                 	TEN SLEEP             	WY	  	 	12/19/2013	I	 
03X 	EMERGENCY                                         	MIAMI BEACH           	FL	  	 	10/02/2002	I	 
03XA	DEL SOL MEDICAL CENTER                            	EL PASO               	TX	  	 	11/19/2012	A	 
03XS	CREEKSIDE                                         	MERTZON               	TX	  	 	08/04/2003	A	 
03Y 	HALLOCK MUNI                                      	HALLOCK               	MN	  	N	02/16/2001	I	 
04A 	FRANK SIKES                                       	LUVERNE               	AL	  	 	06/02/1989	A	 
04AK	LINDA CREEK                                       	WISEMAN               	AK	  	 	10/02/2002	I	 
04AL	ANNISTON AHP (ANNISTON ARMY DEPOT)                	ANNISTON              	AL	  	 	05/29/2002	A	 
04AR	SALINE MEMORIAL HOSPITAL                          	BENTON                	AR	  	 	05/29/2002	A	 
04AZ	CHINLE                                            	CHINLE                	AZ	  	 	05/07/2009	I	 
04CA	GRAY BUTTE FIELD                                  	PALMDALE              	CA	  	 	11/19/2012	A	 
04CL	HUNT'S SKY RANCH                                  	JULIAN                	CA	  	 	06/04/2002	A	 
04CO	DENVER WATER DEPARTMENT                           	DENVER                	CO	  	 	11/20/2002	I	 
04CT	SHINGLE MILL                                      	HARWINTON             	CT	  	 	06/26/2006	A	 
04D 	CERES                                             	CERES                 	PA	  	 	10/02/2002	I	 
04F 	DE LEON MUNI                                      	DE LEON               	TX	  	 	07/28/2014	I	 
04FA	RICHARDS FIELD                                    	HOMESTEAD             	FL	  	 	06/04/2002	A	 
04FD	HALL FARM                                         	BRANFORD              	FL	  	 	10/27/2005	I	 
04FL	CROSS CREEK FARMS                                 	ORMOND                	FL	  	 	12/03/1990	A	 
04G 	LANSDOWNE                                         	YOUNGSTOWN            	OH	  	 	06/02/1989	A	 
04GA	SULLIVAN'S FARM                                   	MOULTRIE              	GA	  	 	10/02/2002	I	 
04H 	HERREN                                            	TIMEWELL              	IL	  	 	10/02/2002	I	 
04I 	COLUMBUS SOUTHWEST                                	COLUMBUS              	OH	  	 	06/02/1989	A	 
04IA	MIDDLEKOOP                                        	PACKWOOD              	IA	  	 	06/11/2002	A	 
04ID	LANHAM FIELD                                      	EMMETT                	ID	  	 	10/31/2002	A	 
04II	TURKEY RUN                                        	NEW HAVEN             	IN	  	 	06/02/1989	A	 
04IL	SCHERTZ AERIAL SERVICE - HUDSON                   	HUDSON                	IL	  	 	08/06/2004	A	 
04IN	LAKE GAGE                                         	ANGOLA                	IN	  	 	10/25/2007	A	 
04IS	VAN GORDER                                        	MANSFIELD             	IL	  	 	06/02/1989	A	 
04J 	DARLINGTON COUNTY                                 	DARLINGTON            	SC	  	 	06/02/1989	A	 
04KS	ROBINSON INDUSTRIES                               	LAWRENCE              	KS	  	 	03/19/2013	I	 
04KY	NATCHEZ TRACE FARM                                	HISEVILLE             	KY	  	 	06/27/2002	A	 
04L 	CONOVER AIR LODGE                                 	FRAZIER PARK          	CA	  	 	10/02/2002	I	 
04LA	ST JAMES                                          	LUTCHER               	LA	  	 	05/26/2010	A	 
04LL	BRUNNER                                           	WEST DUNDEE           	IL	  	 	07/28/2014	I	 
04LS	LA NATIONAL GUARD                                 	BATON ROUGE           	LA	  	 	08/04/2003	A	 
04M 	CALHOUN COUNTY                                    	PITTSBORO             	MS	  	 	07/02/2002	A	 
04MA	GODDARD                                           	HAVERHILL             	MA	  	 	06/26/2006	A	 
04MD	CHESAPEAKE CITY                                   	CHESAPEAKE CITY       	MD	  	 	10/31/2002	A	 
04ME	BEECH HILL                                        	MERCER                	ME	  	 	06/26/2006	A	 
04MI	RAPIDS AIRWAY                                     	EATON RAPIDS          	MI	  	 	06/02/1989	A	 
04MN	HELBLAD                                           	KELLIHER              	MN	  	 	04/15/1992	A	 
04MO	AIRPARK PVT                                       	VANDALIA              	MO	  	 	11/19/2012	I	 
04MS	NICK'S FLYING SERVICE INC                         	ROLLING FORK          	MS	  	 	07/02/2002	A	 
04MT	PLUHAR                                            	COHAGEN               	MT	  	 	07/02/2002	A	 
04N 	MARLBORO ARPT INC                                 	MARLBORO              	NY	  	 	10/02/2002	I	 
04NC	WAKEMED CARY HOSPITAL                             	CARY                  	NC	  	 	08/15/2011	A	 
04ND	HAHN FIELD                                        	EMBDEN                	ND	  	 	03/31/2003	I	 
04NE	MC CONNELL FIELD                                  	SARBEN                	NE	  	 	06/02/1989	A	 
04NJ	EMMANUEL                                          	ELMER                 	NJ	  	 	06/02/1989	A	 
04NR	MCGEE 04                                          	JACKSONVILLE          	NC	  	 	08/15/2011	A	 
04NV	KINGSTON RANCH                                    	SANDY VALLEY          	NV	  	 	07/09/2002	A	 
04NY	KLAVERACK                                         	HUDSON                	NY	  	 	02/22/1995	A	 
04OG	TEUFEL                                            	FOREST GROVE          	OR	  	 	05/26/2010	A	 
04OH	BOSSOW                                            	GARRETTSVILLE         	OH	  	 	05/02/2013	I	 
04OI	HERR II                                           	GRAND RAPIDS          	OH	  	 	01/28/2003	I	 
04OK	STILLWATER MEDICAL CENTER                         	STILLWATER            	OK	  	 	06/02/1989	A	 
04OR	COLLINS LANDING STRIP                             	MITCHELL              	OR	  	 	06/02/1989	A	 
04PA	S & C DISTRIBUTION CENTER                         	PHILADELPHIA          	PA	  	 	06/02/1989	A	 
04PN	STRAWBRIDGE & CLOTHIER EXTON                      	EXTON                 	PA	  	 	06/02/1989	A	 
04PS	SCHNEIDERS FIELD                                  	REVERE                	PA	  	 	10/27/2005	I	 
04Q 	CHRISTENSEN RANCH                                 	HOLLISTER             	CA	  	 	01/08/2003	I	 
04S 	JOYE RANCH                                        	SMILEY                	TX	  	 	10/02/2002	I	 
04SC	EMERGENCY HELIPAD                                 	EASLEY                	SC	  	 	12/11/2002	A	 
04T 	FLY-N-FISH LODGE                                  	UNCERTAIN             	TX	  	 	12/22/2003	I	 
04TA	CAPITOL NATIONAL BANK BUILDING                    	AUSTIN                	TX	  	 	06/02/1989	A	 
04TE	VETERANS AFFAIRS MEDICAL CENTER                   	HOUSTON               	TX	  	 	07/17/2002	A	 
04TN	HENSLEY AIRPARK                                   	CHUCKEY               	TN	  	 	07/17/2002	A	 
04TS	HUMMINGBIRD                                       	HUTTO                 	TX	  	 	06/02/1989	A	 
04TX	POCOCK                                            	CHINA SPRING          	TX	  	 	11/21/1992	A	 
04U 	KIRKEBY RANCH                                     	ELY                   	NV	  	 	10/02/2002	I	 
04UT	NAVAJO MOUNTAIN                                   	NAVAJO MOUNTAIN TRDNG 	UT	  	 	03/10/2011	A	 
04V 	SAGUACHE MUNI                                     	SAGUACHE              	CO	  	 	06/02/1989	A	 
04VA	RUSSELL COUNTY MEDICAL CENTER                     	LEBANON               	VA	  	 	08/28/2009	A	 
04VG	MANQUIN FLIGHT PARK                               	MANQUIN               	VA	  	 	02/19/2004	A	 
04VT	LIGHTNING BOLT FIELD                              	CABOT                 	VT	  	 	11/17/2006	A	 
04W 	FIELD OF DREAMS                                   	HINCKLEY              	MN	  	 	11/24/2004	A	 
04WA	OX MEADOWS                                        	SPOKANE               	WA	  	 	06/02/1989	A	 
04WI	DUTCH GAP AIRSTRIP                                	BRISTOL               	WI	  	 	06/02/1989	A	 
04WN	STILLWATER CREEK                                  	ROYAL CITY            	WA	  	 	05/10/2007	A	 
04WV	WEST VIRGINIA UNIV. HOSP. INC. GND. PAD #2        	MORGANTOWN            	WV	  	 	02/19/2004	A	 
04WY	THRUSH RANCH                                      	WESTON                	WY	  	 	08/06/2004	I	 
04X 	DORAL OCEAN BEACH RESORT                          	MIAMI BEACH           	FL	  	 	10/02/2002	I	 
04XA	RICHARDSON RGNL - CAMPBELL ROAD                   	RICHARDSON            	TX	  	 	11/19/2012	A	 
04XS	SCHMIDTS                                          	MANSFIELD             	TX	  	 	07/28/2014	A	 
04Y 	HAWLEY MUNI                                       	HAWLEY                	MN	  	 	06/02/1989	A	 
05A 	CASCABEL AIR PARK                                 	TUCSON                	AZ	  	 	11/24/2004	I	 
05AK	WASILLA CREEK AIRPARK                             	PALMER                	AK	  	 	05/29/2002	A	 
05AL	ALLEN STAGEFIELD AHP                              	FORT RUCKER/WICKSBURG 	AL	  	 	10/31/2002	A	 
05AR	OZARK SKIES AIRPARK                               	KINGSTON              	AR	  	 	09/26/2008	A	 
05AZ	YUMA RGNL MEDICAL CENTER                          	YUMA                  	AZ	  	 	09/28/2006	A	 
05B 	VAN BUREN                                         	VAN BUREN             	ME	  	 	06/26/2006	A	 
05C 	GRIFFITH-MERRILLVILLE                             	GRIFFITH              	IN	  	 	06/09/1992	A	 
05CA	LOST HILLS SHERIFF'S STATION                      	CALABASAS             	CA	  	 	10/23/1991	A	 
05CL	POPE VALLEY                                       	POPE VALLEY           	CA	  	 	06/04/2002	A	 
05CO	RANCHO DE AEREO                                   	MEAD                  	CO	  	 	06/02/1989	A	 
05CT	O AND G                                           	TORRINGTON            	CT	  	 	06/26/2006	A	 
05D 	NEW TOWN MUNI                                     	NEW TOWN              	ND	  	 	06/02/1989	A	 
05E 	RANTA STRIP                                       	MORRISTOWN            	AZ	  	 	10/02/2002	I	 
05F 	CITY-COUNTY                                       	GATESVILLE            	TX	  	 	11/27/2006	I	 
05FA	MELANIE'S                                         	FLORALA               	FL	  	 	02/23/2012	A	 
05FD	AVENTURA                                          	NORTH MIAMI BEACH     	FL	  	 	07/09/1991	A	 
05FL	CHARLTON STRIP                                    	LA BELLE              	FL	  	 	06/04/2002	A	 
05G 	WILLIAMS FIELD                                    	SANDUSKY              	MI	  	 	10/02/2002	I	 
05GA	RAJU                                              	RICHLAND              	GA	  	 	01/23/2003	A	 
05IA	SPOTTS FIELD                                      	NORA SPRINGS          	IA	  	 	06/11/2002	A	 
05ID	RUNNING CREEK RANCH                               	GRANGEVILLE           	ID	  	 	10/31/2002	A	 
05II	REICHHART                                         	NEW HAVEN             	IN	  	 	07/26/2010	I	 
05IL	CLASSIC LANDINGS                                  	BONFIELD              	IL	  	 	07/01/1993	A	 
05IN	COOPER                                            	BELLEVILLE            	IN	  	 	06/11/2002	A	 
05IS	HARDY                                             	MOUNT AUBURN          	IL	  	 	08/15/2011	I	 
05J 	BONNER FIELD                                      	ROBERTSDALE           	AL	  	 	10/31/2003	I	 
05KS	DARBRO FIELD                                      	ELK CITY              	KS	  	 	06/27/2002	A	 
05KY	CARTERSVILLE                                      	BEREA                 	KY	  	 	09/28/2006	A	 
05L 	HUGHES-FULLERTON (GROUND LEVEL)                   	FULLERTON             	CA	  	 	10/02/2002	I	 
05LA	GREG'S FLYING SERVICE                             	BASKIN                	LA	  	 	01/22/1993	A	 
05LL	MIDWEST                                           	WILLOWBROOK           	IL	  	 	06/02/1989	A	 
05LS	GRASS ROOTS                                       	ALEXANDRIA            	LA	  	 	06/10/2004	A	 
05M 	PAULS VALLEY GENERAL HOSPITAL                     	PAULS VALLEY          	OK	  	N	03/15/2007	I	 
05MA	BENTLEY                                           	IPSWICH               	MA	  	 	06/26/2006	A	 
05MD	BREEZECROFT                                       	CHESTERTOWN           	MD	  	 	10/31/2002	A	 
05ME	DRISKO                                            	JONESBORO             	ME	  	 	06/26/2006	A	 
05MI	OAKWOOD HERITAGE HOSPITAL                         	TAYLOR                	MI	  	 	04/26/2011	A	 
